dataset,model,cal_size,test_size,n_classes,BBQ_brier,BBQ_logloss,BBQ_ece-15,BBQ_accuracy,BBQ_time
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5627973718455495,1.1821868153151645,0.05522382631897926,0.5735294222831726,1.4667236719978973
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5509452165471229,1.1609015092136425,0.06720004975795746,0.5653594732284546,1.480223890976049
first-order-theorem-proving,RandomForest,5506,612,6,0.5098869734444732,1.050749060328054,0.06333678215742111,0.6143791079521179,1.4844819080317393
first-order-theorem-proving,XGBoost,5506,612,6,0.5036729186956781,1.049566215942826,0.05424114689230919,0.6192810535430908,1.4738499840022996
har,CatBoost,9269,1030,6,0.004798316785804715,0.00871773318520568,0.0037739002145826817,0.9961165189743042,1.841579525033012
har,ExtraTrees,9269,1030,6,0.02263432623664271,0.03717508460799145,0.01029746513813734,0.9834951162338257,1.9681675060419366
har,LightGBM,9269,1030,6,0.0029234236657083444,0.006064639183713605,0.00486397510394454,0.9970873594284058,1.8136482100235298
har,LinearModel,9269,1030,6,0.014471531336389459,0.028543413672850484,0.0077702347189188,0.9912621378898621,1.8947096340125427
har,NeuralNetFastAI,9269,1030,6,0.007837628064874739,0.014162125024009277,0.0077234236523509026,0.99320387840271,1.854065355961211
har,NeuralNetTorch,9269,1030,6,0.007872160552217481,0.013840664508507976,0.003391697769984603,0.9941747784614563,1.8668632860062644
har,RandomForest,9269,1030,6,0.028433230517910107,0.053797892383201554,0.010428093373775482,0.9805825352668762,1.9710122148972005
har,XGBoost,9269,1030,6,0.006573977570670157,0.010923406836042617,0.005496010649949312,0.9941747784614563,1.840284793986939
isolet,CatBoost,7017,780,26,0.07751127077796412,0.22428546708450658,0.01048516109585762,0.9487179517745972,6.472778208903037
isolet,ExtraTrees,7017,780,26,0.09301882040162565,0.24537359825608232,0.021440494805574417,0.9384615421295166,6.613072798005305
isolet,LightGBM,7017,780,26,0.05906435724511114,0.2982700014975552,0.012464705854654312,0.9628205299377441,6.418127155979164
isolet,LinearModel,7017,780,26,0.06406846060447763,0.2069133997375664,0.017244946211576462,0.9576923251152039,6.375711277010851
isolet,NeuralNetFastAI,7017,780,26,0.046202179504662155,0.14469002216848487,0.00965332705527544,0.9705128073692322,6.428276848979294
isolet,NeuralNetTorch,7017,780,26,0.057142126773502284,0.17826668004828217,0.012917950749397278,0.9692307710647583,6.438093853997998
isolet,RandomForest,7017,780,26,0.10782172573175827,0.3983619838123858,0.028484689071774483,0.9217948913574219,6.783398998086341
isolet,XGBoost,7017,780,26,0.06796659424355125,0.2152917400983081,0.021346166729927063,0.9551281929016113,6.486782148014754
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.15227163189204296,0.23065120359666103,0.012292767874896526,0.8672467470169067,6.504637008998543
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.15977743692801474,0.25804184122129087,0.015173718333244324,0.8781793713569641,6.9242898089578375
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.12851524369844086,0.19517580115694796,0.015051033347845078,0.8964747786521912,6.367865397944115
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.4261374057162505,0.7164915018635207,0.025556499138474464,0.6818384528160095,7.953994520939887
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10055557789051016,0.14980512233321827,0.0094696544110775,0.9094154238700867,6.128700015018694
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.02423652586272832,0.0417376704687886,0.011567462235689163,0.9848281741142273,5.515909478999674
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.16717728551199743,0.27130763966844484,0.010866855271160603,0.8719321489334106,6.687368879909627
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.12962418228185382,0.19264682975150532,0.01304531004279852,0.8935742974281311,6.256300583016127
kr-vs-k,CatBoost,25250,2806,18,0.13115535443756707,0.2955323733709865,0.02607777714729309,0.9191019535064697,19.573756933095865
kr-vs-k,ExtraTrees,25250,2806,18,0.17740912698294517,0.39550325849243373,0.037786245346069336,0.8799002170562744,20.18576166499406
kr-vs-k,LightGBM,25250,2806,18,0.11652191971606649,0.27226090321506574,0.03208303079009056,0.9269422888755798,19.573847186984494
kr-vs-k,LinearModel,25250,2806,18,0.7876137506687952,1.86537330341468,0.03101499378681183,0.34461867809295654,22.117643509991467
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15958407881872816,0.3018447382328632,0.03967277333140373,0.8913043737411499,19.961206434993073
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11551449920512805,0.2224209389735105,0.040733274072408676,0.9201710820198059,19.43656272708904
kr-vs-k,RandomForest,25250,2806,18,0.16414913613613583,0.3864395593451364,0.02961377054452896,0.8898788094520569,19.725886539905332
kr-vs-k,XGBoost,25250,2806,18,0.11623726799225147,0.2632409476365277,0.02869364619255066,0.9290805459022522,19.380879490985535
led24,CatBoost,2880,320,10,0.41717847183462925,0.9796495523960573,0.06906235963106155,0.7250000238418579,1.2514148369664326
led24,ExtraTrees,2880,320,10,0.4096013166732414,0.8843091025886143,0.03984548896551132,0.7124999761581421,1.2598608080297709
led24,LightGBM,2880,320,10,0.41999725445064506,0.9944374119658393,0.04120909050107002,0.71875,1.2585494059603661
led24,LinearModel,2880,320,10,0.41212336410500905,0.9607926598082084,0.0747704803943634,0.7093750238418579,1.247861989075318
led24,NeuralNetFastAI,2880,320,10,0.3998841148407926,0.8811931242465809,0.053464293479919434,0.731249988079071,1.2409358469303697
led24,NeuralNetTorch,2880,320,10,0.39511541055473304,0.8947591333628846,0.06983136385679245,0.7281249761581421,1.2401469759643078
led24,RandomForest,2880,320,10,0.41453229005122116,0.9420579784600541,0.05006273463368416,0.7124999761581421,1.263185451971367
led24,XGBoost,2880,320,10,0.4253483437850563,1.0280319129195257,0.04368852078914642,0.7093750238418579,1.250400539021939
letter,CatBoost,18000,2000,26,0.03611144831833444,0.11429650206102568,0.007777239661663771,0.9779999852180481,18.41205307794735
letter,ExtraTrees,18000,2000,26,0.04358102174512649,0.1039986275791198,0.012017282657325268,0.9729999899864197,18.621949219959788
letter,LightGBM,18000,2000,26,0.03762953242280244,0.12279624702217043,0.007655456196516752,0.9789999723434448,18.50478411198128
letter,LinearModel,18000,2000,26,0.302788883052206,0.8546476236150896,0.04285099729895592,0.8029999732971191,20.27080599195324
letter,NeuralNetFastAI,18000,2000,26,0.022442872173519104,0.06317215546193523,0.006602911278605461,0.984000027179718,18.105017496971413
letter,NeuralNetTorch,18000,2000,26,0.022811687596063102,0.05896236449176196,0.007755686994642019,0.9829999804496765,18.112638293998316
letter,RandomForest,18000,2000,26,0.0580666147688067,0.15068325088006537,0.018700866028666496,0.9664999842643738,18.642296334030107
letter,XGBoost,18000,2000,26,0.03858898977170137,0.11621377493266276,0.00791524164378643,0.9760000109672546,18.555163732962683
mfeat-factors,CatBoost,1800,200,10,0.0417543061448476,0.14818708783364332,0.010451775044202805,0.9800000190734863,0.7791057379217818
mfeat-factors,ExtraTrees,1800,200,10,0.05255932045338264,0.17084759116660472,0.027550645172595978,0.9750000238418579,0.8135149590671062
mfeat-factors,LightGBM,1800,200,10,0.04263360323600117,0.15017630539962135,0.011090410873293877,0.9800000190734863,0.7774678859859705
mfeat-factors,LinearModel,1800,200,10,0.03869904265346644,0.12098833288778256,0.01180250197649002,0.9800000190734863,0.7866652579978108
mfeat-factors,NeuralNetFastAI,1800,200,10,0.039532807470595115,0.10717407058369599,0.013085003942251205,0.9700000286102295,0.7742749880999327
mfeat-factors,NeuralNetTorch,1800,200,10,0.03141310164374875,0.15271085137620347,0.009456201456487179,0.9850000143051147,0.7727286039153114
mfeat-factors,RandomForest,1800,200,10,0.059264290207231715,0.15526088369123406,0.026564955711364746,0.9750000238418579,0.8058366359909996
mfeat-factors,XGBoost,1800,200,10,0.04257110171654574,0.13018422504230182,0.010674955323338509,0.9800000190734863,0.774451713077724
micro-mass,CatBoost,513,58,20,0.07320010385655501,0.19584457622402093,0.04898649454116821,0.9482758641242981,0.7151495390571654
micro-mass,ExtraTrees,513,58,20,0.09963348854136425,0.2438262740831601,0.11181783676147461,0.9655172228813171,0.713925635907799
micro-mass,LightGBM,513,58,20,0.09915629351366426,0.3008657300401328,0.031784869730472565,0.9482758641242981,0.7144332280149683
micro-mass,LinearModel,513,58,20,0.10059307687872149,0.30944424269170423,0.021289784461259842,0.9482758641242981,0.714465867029503
micro-mass,NeuralNetFastAI,513,58,20,0.23913065065348657,0.6802010111162056,0.092774897813797,0.8275862336158752,0.7231826110510156
micro-mass,NeuralNetTorch,513,58,20,0.0636664442635331,0.18333368795107355,0.02771102264523506,0.9655172228813171,0.7134086929727346
micro-mass,RandomForest,513,58,20,0.1418926732141391,0.33731940188396575,0.08490809053182602,0.9137930870056152,0.720625835005194
micro-mass,XGBoost,513,58,20,0.12287006759097413,0.35602839224021465,0.06082187220454216,0.9137930870056152,0.7192816860042512
microaggregation2,CatBoost,18000,2000,5,0.48252047066013404,0.9141217623735974,0.035731762647628784,0.637499988079071,4.714512514998205
microaggregation2,ExtraTrees,18000,2000,5,0.4940598223198654,0.9432038278680688,0.032369211316108704,0.6269999742507935,4.743588833021931
microaggregation2,LightGBM,18000,2000,5,0.4793232954409597,0.905141173486405,0.02368120849132538,0.640999972820282,4.706141970935278
microaggregation2,LinearModel,18000,2000,5,0.5533700414622895,1.0465327575711194,0.023216359317302704,0.5830000042915344,4.6932097469689324
microaggregation2,NeuralNetFastAI,18000,2000,5,0.45859658965358446,0.8702234736135536,0.015256110578775406,0.6545000076293945,4.716990583925508
microaggregation2,NeuralNetTorch,18000,2000,5,0.46777842430426436,0.8906645292735871,0.025703586637973785,0.6445000171661377,4.679437814978883
microaggregation2,RandomForest,18000,2000,5,0.4961656787904236,0.9494054834397645,0.016512015834450722,0.6294999718666077,4.73320254299324
microaggregation2,XGBoost,18000,2000,5,0.48166889640525806,0.9152557377464295,0.019424671307206154,0.6395000219345093,4.717830532928929
okcupid-stem,CatBoost,45710,5079,3,0.3358803598874768,0.5656625824599714,0.010326942428946495,0.7621579170227051,8.824556406005286
okcupid-stem,ExtraTrees,45710,5079,3,0.3554957378869032,0.5922686494222283,0.008744154125452042,0.7466036677360535,8.812456165091135
okcupid-stem,LightGBM,45710,5079,3,0.3394970628633794,0.5688198068028515,0.010475464165210724,0.758810818195343,8.837222457979806
okcupid-stem,LinearModel,45710,5079,3,0.34459077707713853,0.5794054992511517,0.021447721868753433,0.7548729777336121,8.870374804013409
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.34241369029228647,0.5742524189764714,0.01213401835411787,0.7572357058525085,8.830521458992735
okcupid-stem,NeuralNetTorch,45710,5079,3,0.33712938076500903,0.5652626333766116,0.010624580085277557,0.7633392214775085,8.765731064951979
okcupid-stem,RandomForest,45710,5079,3,0.3545571315953455,0.5925143500591239,0.01310508418828249,0.7460129857063293,8.80492244195193
okcupid-stem,XGBoost,45710,5079,3,0.33944913350818995,0.5687546589729008,0.011164112947881222,0.7611734867095947,8.862471264088526
optdigits,CatBoost,5058,562,10,0.024005651311159674,0.23196973496804543,0.0068793222308158875,0.9875444769859314,1.7602400759933516
optdigits,ExtraTrees,5058,562,10,0.025130046837590386,0.07083779490894199,0.011136183515191078,0.9875444769859314,1.881429649074562
optdigits,LightGBM,5058,562,10,0.02015777331049583,0.07097860873356507,0.004110488574951887,0.9893238544464111,1.7557764679659158
optdigits,LinearModel,5058,562,10,0.062100596851831794,0.17351677537609145,0.012600631453096867,0.9590747356414795,1.8398611609591171
optdigits,NeuralNetFastAI,5058,562,10,0.02129691569975421,0.07346732872245462,0.005492783151566982,0.9875444769859314,1.7500344229629263
optdigits,NeuralNetTorch,5058,562,10,0.01817662491254992,0.05423929859578707,0.0070731909945607185,0.9875444769859314,1.7550351769896224
optdigits,RandomForest,5058,562,10,0.04332832234677754,0.1116563684704234,0.006543441209942102,0.9715302586555481,1.8766564320540056
optdigits,XGBoost,5058,562,10,0.0314595633318684,0.08852231867301599,0.006612802855670452,0.9786477088928223,1.7875199660193175
page-blocks,CatBoost,4925,548,5,0.04901284114271508,0.11308067784735336,0.011287402361631393,0.9689781069755554,0.8961266630794853
page-blocks,ExtraTrees,4925,548,5,0.04289925964192683,0.09446240720175696,0.011083893477916718,0.9726277589797974,0.8917622818844393
page-blocks,LightGBM,4925,548,5,0.04201020757959883,0.09441174984811929,0.010686904191970825,0.970802903175354,0.8960642600432038
page-blocks,LinearModel,4925,548,5,0.04419275138779294,0.1006927659357008,0.014302798546850681,0.9726277589797974,0.8976532300002873
page-blocks,NeuralNetFastAI,4925,548,5,0.05134992537726195,0.11840288973241578,0.010503480210900307,0.9689781069755554,0.8956281120190397
page-blocks,NeuralNetTorch,4925,548,5,0.0381675164723603,0.0853200305421179,0.009675741195678711,0.9726277589797974,0.8923025469994172
page-blocks,RandomForest,4925,548,5,0.04248890539289709,0.09990054584279993,0.015622452832758427,0.9781022071838379,0.8747073780978099
page-blocks,XGBoost,4925,548,5,0.043432226860227734,0.1107732431595196,0.007007616106420755,0.974452555179596,0.8882248229347169
pendigits,CatBoost,9892,1100,10,0.008060359118139538,0.024270272355471238,0.001382618211209774,0.9954545497894287,3.3845550850965083
pendigits,ExtraTrees,9892,1100,10,0.008100120652908369,0.021030768553076302,0.004243295174092054,0.9954545497894287,3.4816039860015735
pendigits,LightGBM,9892,1100,10,0.010357597599037935,0.053614796525313285,0.0022077818866819143,0.9936363697052002,3.374054037965834
pendigits,LinearModel,9892,1100,10,0.07134687625282679,0.18180343092736273,0.012674039229750633,0.9581817984580994,3.6546745949890465
pendigits,NeuralNetFastAI,9892,1100,10,0.007872664086656921,0.033768067065423985,0.002342408988624811,0.996363639831543,3.366730861016549
pendigits,NeuralNetTorch,9892,1100,10,0.00405206480062653,0.007783350970714223,0.005050321575254202,0.9972727298736572,3.378351936931722
pendigits,RandomForest,9892,1100,10,0.013924868159680972,0.027437091481572858,0.005576212890446186,0.9890909194946289,3.420393618987873
pendigits,XGBoost,9892,1100,10,0.010885649544816588,0.03788047671506156,0.002150010084733367,0.9936363697052002,3.3998954530106857
robert,CatBoost,9000,1000,10,0.5998178952127178,1.358444864115298,0.05725565180182457,0.5519999861717224,4.0411530210403726
robert,ExtraTrees,9000,1000,10,0.6767606158988423,1.576839419441904,0.06916528195142746,0.4749999940395355,4.078825646894984
robert,LightGBM,9000,1000,10,0.5781069164674334,1.329620818238372,0.049193039536476135,0.5509999990463257,3.950071198050864
robert,LinearModel,9000,1000,10,0.7961811046670833,1.9511458703425095,0.054664891213178635,0.3540000021457672,3.5842974290717393
robert,NeuralNetFastAI,9000,1000,10,0.6618938765020388,1.5407226385963284,0.06002785265445709,0.47600001096725464,4.022688722005114
robert,NeuralNetTorch,9000,1000,10,0.657363042925752,1.5220022648225968,0.05123106762766838,0.4909999966621399,4.084633270045742
robert,RandomForest,9000,1000,10,0.6822573473929026,1.5978387758033805,0.061198700219392776,0.46399998664855957,4.095816854969598
robert,XGBoost,9000,1000,10,0.6133270841745235,1.393500287751539,0.060593899339437485,0.5220000147819519,4.090754503966309
satimage,CatBoost,5787,643,6,0.12122186521884648,0.24660646749649828,0.022420192137360573,0.914463460445404,1.2567138320300728
satimage,ExtraTrees,5787,643,6,0.12307631154261364,0.24079972127121627,0.009209313429892063,0.9160186648368835,1.312626309110783
satimage,LightGBM,5787,643,6,0.12249297776357117,0.25329475843406635,0.01771249622106552,0.9160186648368835,1.2782090150285512
satimage,LinearModel,5787,643,6,0.19133853117160748,0.36103281969166046,0.044856347143650055,0.858475923538208,1.3305403240956366
satimage,NeuralNetFastAI,5787,643,6,0.11299796925416859,0.21399864622820872,0.03423100337386131,0.917573869228363,1.2488564739469439
satimage,NeuralNetTorch,5787,643,6,0.1152620423392004,0.21255407327474227,0.01685999520123005,0.9160186648368835,1.2688174189534038
satimage,RandomForest,5787,643,6,0.12087664609026331,0.22906301107857382,0.009180119261145592,0.917573869228363,1.2963186600245535
satimage,XGBoost,5787,643,6,0.11651764416163087,0.25485551106710364,0.016876978799700737,0.9284603595733643,1.263921853969805
segment,CatBoost,2079,231,7,0.02603410706507065,0.06479004688205353,0.01745707541704178,0.9870129823684692,0.5840740889543667
segment,ExtraTrees,2079,231,7,0.02821804410356601,0.08874577056421147,0.014788595959544182,0.9826839566230774,0.5803568030241877
segment,LightGBM,2079,231,7,0.039860083035912895,0.09610462016615802,0.015584712848067284,0.9783549904823303,0.5808569290675223
segment,LinearModel,2079,231,7,0.05089976412959375,0.11231921981144623,0.024550391361117363,0.9696969985961914,0.593861841945909
segment,NeuralNetFastAI,2079,231,7,0.037012923596586145,0.07816698688229898,0.015929989516735077,0.9783549904823303,0.5868974640034139
segment,NeuralNetTorch,2079,231,7,0.03684736748127571,0.08172198957496025,0.023550529032945633,0.9826839566230774,0.5865374699933454
segment,RandomForest,2079,231,7,0.02985671907265368,0.08784491245026378,0.0098091010004282,0.9783549904823303,0.5908531630411744
segment,XGBoost,2079,231,7,0.04327936028976346,0.11909759949495144,0.0162933599203825,0.9696969985961914,0.592160604079254
semeion,CatBoost,1433,160,10,0.1222041331213947,0.353328639927439,0.03317674621939659,0.9312499761581421,0.6621117030736059
semeion,ExtraTrees,1433,160,10,0.18252114522604726,0.5144089484379137,0.04176706820726395,0.875,0.6853460159618407
semeion,LightGBM,1433,160,10,0.15776122595292735,0.46625086234812574,0.04390779882669449,0.90625,0.656391077907756
semeion,LinearModel,1433,160,10,0.1763155105331649,0.48254456532864315,0.05517352372407913,0.8999999761581421,0.6718101899605244
semeion,NeuralNetFastAI,1433,160,10,0.1428741863417112,0.41071468499146746,0.0503019243478775,0.90625,0.6465210909955204
semeion,NeuralNetTorch,1433,160,10,0.11482073742555303,0.2968070423771761,0.02677563764154911,0.925000011920929,0.6531252349959686
semeion,RandomForest,1433,160,10,0.19162656496195626,0.5098076773005518,0.045690104365348816,0.8812500238418579,0.6882575759664178
semeion,XGBoost,1433,160,10,0.15305819350446873,0.4916837849584372,0.03679630905389786,0.90625,0.6492480770684779
soybean,CatBoost,614,69,19,0.15017316039678125,0.3338707586199799,0.06539401412010193,0.8840579986572266,0.7085567580070347
soybean,ExtraTrees,614,69,19,0.07476537659694647,0.14846547256105797,0.039028674364089966,0.9420289993286133,0.6992703760042787
soybean,LightGBM,614,69,19,0.054725638960676226,0.09948045725707803,0.05663880705833435,0.95652174949646,0.7045084519777447
soybean,LinearModel,614,69,19,0.12774280465363258,0.3151238224427187,0.03848493844270706,0.9275362491607666,0.7093838290311396
soybean,NeuralNetFastAI,614,69,19,0.10950565389041683,0.2386325722547529,0.032526060938835144,0.9275362491607666,0.7044362910091877
soybean,NeuralNetTorch,614,69,19,0.13776783008579266,0.33011537098937294,0.05672379583120346,0.8840579986572266,0.6993966440204531
soybean,RandomForest,614,69,19,0.10875448664475063,0.2013591301249158,0.035011086612939835,0.9275362491607666,0.6942624539369717
soybean,XGBoost,614,69,19,0.0897959913900525,0.23047324010311865,0.03821928799152374,0.9420289993286133,0.7060199569677934
splice,CatBoost,2871,319,3,0.05770448926865282,0.10754623236470584,0.011676520109176636,0.9592476487159729,0.34513285697903484
splice,ExtraTrees,2871,319,3,0.0872254169755073,0.1738653534132879,0.03309623897075653,0.9373040795326233,0.3696063079405576
splice,LightGBM,2871,319,3,0.06252372283981568,0.13100213578585773,0.017909035086631775,0.962382435798645,0.3486969240475446
splice,LinearModel,2871,319,3,0.0960581959842501,0.20140939816603912,0.024039601907134056,0.9404388666152954,0.35109185602050275
splice,NeuralNetFastAI,2871,319,3,0.055457338169192724,0.11374039472967239,0.023216208443045616,0.9592476487159729,0.3427889980375767
splice,NeuralNetTorch,2871,319,3,0.06869956009862101,0.1383612274154885,0.018980853259563446,0.9561128616333008,0.3543883719248697
splice,RandomForest,2871,319,3,0.08733410139214828,0.17029581910612918,0.021333541721105576,0.9373040795326233,0.37103420204948634
splice,XGBoost,2871,319,3,0.057535737316730895,0.12516552868585382,0.011558834463357925,0.9655172228813171,0.3421003168914467
steel-plates-fault,CatBoost,1746,195,7,0.23802510778376904,0.4869099861485948,0.05256923660635948,0.8307692408561707,0.55746228992939
steel-plates-fault,ExtraTrees,1746,195,7,0.26175973842413985,0.5084032173173636,0.04863671585917473,0.8102564215660095,0.5622489319648594
steel-plates-fault,LightGBM,1746,195,7,0.2542603540292228,0.5322098267530363,0.05130257457494736,0.8205128312110901,0.554661970003508
steel-plates-fault,LinearModel,1746,195,7,0.3604083226768818,0.7248678621091611,0.07765407860279083,0.7538461685180664,0.5668085110373795
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.31867118225298247,0.6315348312825642,0.06129958853125572,0.7692307829856873,0.559720068005845
steel-plates-fault,NeuralNetTorch,1746,195,7,0.3435406563476289,0.6730286405247785,0.07928123325109482,0.7230769395828247,0.5579112069681287
steel-plates-fault,RandomForest,1746,195,7,0.24989859304424988,0.47560187560141937,0.10297022759914398,0.8205128312110901,0.5634687549900264
steel-plates-fault,XGBoost,1746,195,7,0.23902870443080815,0.5021658502859181,0.062254033982753754,0.8256410360336304,0.5528982150135562
synthetic_control,CatBoost,540,60,6,4.88731719798647e-05,0.005882065295084327,0.005864322185516357,1.0,0.21143683895934373
synthetic_control,ExtraTrees,540,60,6,0.004719020419113224,0.012211022921027739,0.010760783217847347,1.0,0.2152333720587194
synthetic_control,LightGBM,540,60,6,1.4220453621237006e-05,0.0028889055865943,0.00288468599319458,1.0,0.2103869579732418
synthetic_control,LinearModel,540,60,6,0.00018170108638921394,0.011301929054041458,0.011236310005187988,1.0,0.2127647059969604
synthetic_control,NeuralNetFastAI,540,60,6,7.2714746387477525e-06,0.0018172412313883363,0.0018156766891479492,1.0,0.20966213394422084
synthetic_control,NeuralNetTorch,540,60,6,4.721189437780243e-05,0.002827009674001621,0.002814173698425293,1.0,0.2071141159394756
synthetic_control,RandomForest,540,60,6,0.0034718748953389516,0.014342909075142471,0.013347269035875797,1.0,0.21524318703450263
synthetic_control,XGBoost,540,60,6,9.807042078187456e-05,0.007963215077494614,0.00792914628982544,1.0,0.20880661497358233
texture,CatBoost,4950,550,11,0.011749224419644938,0.0322220329681278,0.005896558053791523,0.9909090995788574,1.7997877859743312
texture,ExtraTrees,4950,550,11,0.019174030964819188,0.033194605454674744,0.013090131804347038,0.9854545593261719,1.875492932042107
texture,LightGBM,4950,550,11,0.0043881932992018745,0.01751699599830385,0.002698909491300583,0.9981818199157715,1.7935971880797297
texture,LinearModel,4950,550,11,0.010800935647430154,0.1880102199724025,0.0046880245208740234,0.9945454597473145,1.7407589780632406
texture,NeuralNetFastAI,4950,550,11,0.007221402555054855,0.1680270710255941,0.0034101009368896484,0.996363639831543,1.7262439240003005
texture,NeuralNetTorch,4950,550,11,0.003636542179616805,0.15880650838648439,0.0018053054809570312,0.9981818199157715,1.7624321850016713
texture,RandomForest,4950,550,11,0.028498481041638463,0.05344492987516091,0.012372232042253017,0.9781818389892578,1.863531851908192
texture,XGBoost,4950,550,11,0.01701157629640196,0.0444446884829992,0.005652953404933214,0.9872727394104004,1.8253222740022466
vehicle,CatBoost,761,85,4,0.2908300760620789,0.5358445787355308,0.12703126668930054,0.7647058963775635,0.17925478308461607
vehicle,ExtraTrees,761,85,4,0.26442569749265604,0.4908206238536564,0.06525887548923492,0.800000011920929,0.18158259498886764
vehicle,LightGBM,761,85,4,0.2895196548177345,0.534932984727821,0.0768517553806305,0.7764706015586853,0.17688494606409222
vehicle,LinearModel,761,85,4,0.21889828084897486,0.37543779483765677,0.061508793383836746,0.8352941274642944,0.1790658530080691
vehicle,NeuralNetFastAI,761,85,4,0.1903866935014514,0.3397090221125795,0.041914910078048706,0.8470588326454163,0.17524152202531695
vehicle,NeuralNetTorch,761,85,4,0.18681708075877979,0.3710763943265678,0.03323882818222046,0.8705882430076599,0.17470827198121697
vehicle,RandomForest,761,85,4,0.28132389005689223,0.5259355209166178,0.10639578104019165,0.800000011920929,0.18061811698134989
vehicle,XGBoost,761,85,4,0.3009448866001897,0.5423380786206087,0.09626489132642746,0.7882353067398071,0.17937509005423635
volcanoes-a2,CatBoost,1460,163,5,0.12342296646280437,0.2854169784866866,0.08297498524188995,0.9018405079841614,0.339219234068878
volcanoes-a2,ExtraTrees,1460,163,5,0.12321463780422069,0.32292494544940886,0.08919624239206314,0.9202454090118408,0.3414977820357308
volcanoes-a2,LightGBM,1460,163,5,0.11298505476714805,0.2913257177574576,0.07299324870109558,0.9263803958892822,0.34079721197485924
volcanoes-a2,LinearModel,1460,163,5,0.12337896448078536,0.3190322878469576,0.07064609229564667,0.9141104221343994,0.3424265660578385
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.1137196944410781,0.2708469376302568,0.06859967112541199,0.9141104221343994,0.3428148190723732
volcanoes-a2,NeuralNetTorch,1460,163,5,0.11763172267153262,0.29313886536959205,0.0496874675154686,0.9202454090118408,0.3422182910144329
volcanoes-a2,RandomForest,1460,163,5,0.12991830012890931,0.32396348308955314,0.0746234729886055,0.9141104221343994,0.34135649004019797
volcanoes-a2,XGBoost,1460,163,5,0.11817798887032076,0.3095345070364574,0.06733249127864838,0.9202454090118408,0.34202671400271356
volcanoes-a3,CatBoost,1368,153,5,0.15536990122114383,0.3748366625568991,0.06029956042766571,0.915032684803009,0.32508669199887663
volcanoes-a3,ExtraTrees,1368,153,5,0.15521656439987658,0.37568741594565547,0.05919930338859558,0.8888888955116272,0.3280137040419504
volcanoes-a3,LightGBM,1368,153,5,0.1632271051459485,0.38336404255593337,0.08909767866134644,0.8954248428344727,0.32591040001716465
volcanoes-a3,LinearModel,1368,153,5,0.16102685735217792,0.3930428185522386,0.08048036694526672,0.9019607901573181,0.32458886795211583
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.1635969238234258,0.4009870852690271,0.08924176543951035,0.8954248428344727,0.3262064449954778
volcanoes-a3,NeuralNetTorch,1368,153,5,0.15912183094002788,0.3827093492760998,0.09392573684453964,0.8954248428344727,0.3297711599152535
volcanoes-a3,RandomForest,1368,153,5,0.15608445851445743,0.3725730765340498,0.06358523666858673,0.8954248428344727,0.3282335000112653
volcanoes-a3,XGBoost,1368,153,5,0.16290162151135307,0.3810419834300568,0.09521595388650894,0.8954248428344727,0.3288560409564525
volcanoes-a4,CatBoost,1363,152,5,0.15858214552217614,0.40804354008508803,0.06579617410898209,0.9013158082962036,0.3265771549195051
volcanoes-a4,ExtraTrees,1363,152,5,0.1407996491026888,0.3485085888447222,0.055436871945858,0.9078947305679321,0.32457816402893513
volcanoes-a4,LightGBM,1363,152,5,0.13773098852940335,0.3444473835339907,0.05472726374864578,0.9013158082962036,0.32637518702540547
volcanoes-a4,LinearModel,1363,152,5,0.142646525677114,0.35402928318751714,0.0725557804107666,0.9078947305679321,0.32353648298885673
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.1372408912624362,0.344509155695389,0.04672015830874443,0.9078947305679321,0.32653828302863985
volcanoes-a4,NeuralNetTorch,1363,152,5,0.13655598631918098,0.3389937396537243,0.060987405478954315,0.9144737124443054,0.3242225639987737
volcanoes-a4,RandomForest,1363,152,5,0.14410039957883355,0.35279076665688913,0.05846763029694557,0.9078947305679321,0.32543011906091124
volcanoes-a4,XGBoost,1363,152,5,0.14466444595307257,0.3626427753940321,0.06985537707805634,0.9144737124443054,0.325365690048784
volcanoes-b1,CatBoost,9158,1018,5,0.055468173797816545,0.16271947476168203,0.012931741774082184,0.968565821647644,1.6233437500195578
volcanoes-b1,ExtraTrees,9158,1018,5,0.05589597503445245,0.16195288779244302,0.00993436947464943,0.968565821647644,1.6498236439656466
