dataset,model,cal_size,test_size,BBQ_brier,BBQ_logloss,BBQ_kuiper,BBQ_ece-15,BBQ_accuracy,BBQ_time
Amazon_employee_access,RealMLP_GPU,21846,10923,0.07974704467517033,0.15257200010934707,0.012830056250095367,0.005995210260152817,0.9504714608192444,0.8808324718847871
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.19871432427514024,0.32720163741360275,0.012663302011787891,0.019863128662109375,0.86652672290802,0.25670540519058704
Bioresponse,RealMLP_GPU,2500,1251,0.2806733067492845,0.441668446905534,0.02622496336698532,0.037652842700481415,0.8049560189247131,0.10143289156258106
Diabetes130US,RealMLP_GPU,47678,23840,0.1539781709280498,0.2816270879312361,0.016989581286907196,0.0043935468420386314,0.9119966626167297,2.125236565247178
E-CommereShippingData,RealMLP_GPU,7332,3667,0.357465293811738,0.5014289288270299,0.026901952922344208,0.024630563333630562,0.6869375705718994,0.27573427371680737
Fitness_Club,RealMLP_GPU,1000,500,0.32485081664664106,0.49823294681860714,0.048420775681734085,0.03342854976654053,0.7559999823570251,0.0487137408927083
GiveMeSomeCredit,RealMLP_GPU,100000,50000,0.09744595079886989,0.17713546366071553,0.006885040085762739,0.0021028006449341774,0.9383599758148193,5.269507905468345
HR_Analytics_Job_Change_of_Data_Scientists,RealMLP_GPU,12772,6386,0.27128258520662135,0.4264607004152078,0.01144038513302803,0.01702396757900715,0.7989351749420166,0.5362270278856158
Is-this-a-good-customer,RealMLP_GPU,1148,575,0.18916150536682869,0.3276578563695982,0.032845836132764816,0.020185843110084534,0.8852173686027527,0.05128640495240688
Marketing_Campaign,RealMLP_GPU,1493,747,0.15185318896550346,0.2560863813923356,0.012985078617930412,0.0072121103294193745,0.8969210386276245,0.06193904113024473
NATICUSdroid,RealMLP_GPU,4994,2497,0.08599299238396792,0.14812877395657942,0.009725185111165047,0.016516340896487236,0.9427312612533569,0.16439160984009504
bank-marketing,RealMLP_GPU,30140,15071,0.17205562050432097,0.30065918721311274,0.011431587859988213,0.006023801863193512,0.8944330215454102,1.296915982849896
blood-transfusion-service-center,RealMLP_GPU,498,250,0.3137375916780139,0.49253661455868647,0.04912908747792244,0.0587119534611702,0.7879999876022339,0.03198050148785114
churn,RealMLP_GPU,3333,1667,0.06275743111414424,0.12956493056414622,0.011253753677010536,0.011243886314332485,0.9616076946258545,0.10927536990493536
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.10734412495831175,0.20873303889310144,0.01803075522184372,0.01200635265558958,0.9404398202896118,0.2186368079856038
credit-g,RealMLP_GPU,666,334,0.32286242759910855,0.49431027953366186,0.03362070024013519,0.0350247360765934,0.757485032081604,0.038554683327674866
credit_card_clients_default,RealMLP_GPU,20000,10000,0.2652472116926004,0.4251401952151517,0.013600818812847137,0.011855599470436573,0.8217999935150146,0.9160507330670953
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.05342780297101624,0.08679191578597573,0.0010811531683430076,0.0023738292511552572,0.9620501399040222,3.7675655838102102
diabetes,RealMLP_GPU,512,256,0.3151665498720885,0.4840636203305472,0.023990431800484657,0.04945081099867821,0.78515625,0.03226616699248552
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.09495965951998915,0.17390993053322806,0.0169579666107893,0.019419953227043152,0.9337499737739563,0.061207435093820095
heloc,RealMLP_GPU,6972,3487,0.3638524015519716,0.5436277261798392,0.015370063483715057,0.01454418059438467,0.7332950830459595,0.2710975194349885
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.30551665716219994,0.4709072011870341,0.017414309084415436,0.028590330854058266,0.7840586304664612,0.3382489066570997
jm1,RealMLP_GPU,7256,3629,0.27031299578925017,0.4292470328711321,0.016203414648771286,0.014267804101109505,0.812345027923584,0.26427343394607306
kddcup09_appetency,RealMLP_GPU,33333,16667,0.03348851939817448,0.07869379232261212,0.006901616230607033,0.0006203089142218232,0.9821803569793701,1.1650111693888903
online_shoppers_intention,RealMLP_GPU,8220,4110,0.14429779975535953,0.23642207020317427,0.008104074746370316,0.012312856502830982,0.9012165665626526,0.2966740829870105
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.04460672694244681,0.09379557084804545,0.008835174143314362,0.007462653331458569,0.9720812439918518,0.12186364363878965
qsar-biodeg,RealMLP_GPU,702,352,0.18476309342967553,0.32278866473073375,0.03354579955339432,0.054466426372528076,0.8806818127632141,0.038960895501077175
seismic-bumps,RealMLP_GPU,1722,862,0.11306321995358633,0.21183208924171618,0.015433423221111298,0.008162572048604488,0.9338747262954712,0.06768756080418825
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.04497168445505863,0.08660524454688935,0.007612274494022131,0.009431044571101665,0.968323826789856,0.14011494629085064
APSFailure,BetaTabPFN_GPU,50666,25334,0.009534294901080563,0.021068161088041097,0.0016025009099394083,0.001308351755142212,0.9939212203025818,1.7201393954455853
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.08850217401979386,0.16801694954293409,0.010922504588961601,0.00736317178234458,0.9438799023628235,0.8639177707955241
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.1977689426968461,0.3259135428453462,0.010829095728695393,0.01489218883216381,0.8671265840530396,0.25251912511885166
Bioresponse,BetaTabPFN_GPU,2500,1251,0.3149731167029206,0.48020738321024153,0.029686463996767998,0.03453642129898071,0.7769784331321716,0.1042251056060195
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.15532990746629283,0.2842584214443861,0.011559441685676575,0.010510345920920372,0.9119966626167297,2.0905563700944185
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.3540829292028364,0.49979303825297394,0.04084496200084686,0.0055882795713841915,0.6899372935295105,0.25741597544401884
Fitness_Club,BetaTabPFN_GPU,1000,500,0.31390074612865665,0.48165778014337435,0.021659504622220993,0.027097143232822418,0.7760000228881836,0.04970185272395611
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09737979441047537,0.17696684940126883,0.004975491669028997,0.003401283174753189,0.938260018825531,5.196336277760565
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.2725944679052193,0.4287073359042239,0.010601207613945007,0.015594609081745148,0.8039461374282837,0.5375415133312345
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.19404779643985653,0.3352564450470631,0.027065429836511612,0.025471504777669907,0.8713043332099915,0.0506108570843935
Marketing_Campaign,BetaTabPFN_GPU,1493,747,0.13911701164154142,0.23726569878278111,0.015919921919703484,0.02939518727362156,0.9009370803833008,0.06150575075298548
NATICUSdroid,BetaTabPFN_GPU,4994,2497,0.0857939817778063,0.15004711656653805,0.006725044921040535,0.012179719284176826,0.9419302940368652,0.1656238529831171
bank-marketing,BetaTabPFN_GPU,30140,15071,0.1729422407483966,0.30185254780860166,0.009793462231755257,0.006484468001872301,0.8924424648284912,1.2975350907072425
blood-transfusion-service-center,BetaTabPFN_GPU,498,250,0.3104162982513363,0.4980006534437296,0.053967900574207306,0.10337334126234055,0.7879999876022339,0.032389928586781025
churn,BetaTabPFN_GPU,3333,1667,0.0590241283436529,0.12364632631025922,0.01544165425002575,0.006936698220670223,0.9634073376655579,0.10934567637741566
coil2000_insurance_policies,BetaTabPFN_GPU,6548,3274,0.10759277957015374,0.21081248544048864,0.02047416940331459,0.007490326184779406,0.9404398202896118,0.21588389202952385
credit-g,BetaTabPFN_GPU,666,334,0.3511545091075796,0.5325116405714173,0.04995192587375641,0.07769107073545456,0.7305389046669006,0.03850486036390066
credit_card_clients_default,BetaTabPFN_GPU,20000,10000,0.2637495245223016,0.4217324766135942,0.0063051627948880196,0.00942612811923027,0.8223000168800354,0.916481165215373
customer_satisfaction_in_airline,BetaTabPFN_GPU,86586,43294,0.0710002209415127,0.1180014862264959,0.0028002869803458452,0.0031907421071082354,0.9491153359413147,4.150532855652273
diabetes,BetaTabPFN_GPU,512,256,0.3257227321856101,0.5008455704570126,0.03736076131463051,0.04494292289018631,0.76171875,0.03324065450578928
hazelnut-spread-contaminant-detection,BetaTabPFN_GPU,1600,800,0.12595229545837644,0.2237743694337813,0.019147571176290512,0.02242020145058632,0.9212499856948853,0.06520882993936539
heloc,BetaTabPFN_GPU,6972,3487,0.36433318935219944,0.5436518515034977,0.01685994118452072,0.022572917863726616,0.7335819005966187,0.2957500759512186
in_vehicle_coupon_recommendation,BetaTabPFN_GPU,8456,4228,0.3216309227701178,0.49146604168620606,0.011453673243522644,0.019474171102046967,0.7675023674964905,0.3703818330541253
jm1,BetaTabPFN_GPU,7256,3629,0.2705963053807088,0.4294502316675495,0.011772528290748596,0.01201140508055687,0.814549446105957,0.279525856487453
kddcup09_appetency,BetaTabPFN_GPU,33333,16667,0.03385862226568546,0.0812323763493593,0.00868492852896452,0.0011637384304776788,0.9821803569793701,1.1836332585662603
online_shoppers_intention,BetaTabPFN_GPU,8220,4110,0.14292130613671405,0.23775161682072657,0.010492973029613495,0.008479180745780468,0.9002432823181152,0.296488743275404
polish_companies_bankruptcy,BetaTabPFN_GPU,3940,1970,0.04744144380531588,0.09962008808240704,0.009202983230352402,0.012308746576309204,0.9730964303016663,0.12322848197072744
qsar-biodeg,BetaTabPFN_GPU,702,352,0.20122213999492847,0.33651955143831774,0.035239964723587036,0.03621021285653114,0.8636363744735718,0.03904310241341591
seismic-bumps,BetaTabPFN_GPU,1722,862,0.11206524577834119,0.21431126677071974,0.02205057442188263,0.00683740247040987,0.9338747262954712,0.06557022593915462
taiwanese_bankruptcy_prediction,BetaTabPFN_GPU,4546,2273,0.04547953000155105,0.09035252956427094,0.006953313015401363,0.0074346112087368965,0.9670039415359497,0.13764398731291294
APSFailure,ModernNCA_GPU,50666,25334,0.009265361129654912,0.018127482290594923,0.0017667573411017656,0.0031090828124433756,0.9939212203025818,1.730292865075171
Amazon_employee_access,ModernNCA_GPU,21846,10923,0.08144379739559042,0.1582849627074135,0.016821742057800293,0.009976561181247234,0.9488235712051392,0.762525275349617
Bank_Customer_Churn,ModernNCA_GPU,6666,3334,0.19932812873184433,0.32878764446400793,0.012373566627502441,0.014237338677048683,0.862327516078949,0.25324860122054815
Bioresponse,ModernNCA_GPU,2500,1251,0.29037762336802475,0.4564132255847168,0.024300910532474518,0.0342838428914547,0.7961630821228027,0.10065983887761831
Diabetes130US,ModernNCA_GPU,47678,23840,0.1546862235099451,0.28291386879524094,0.017228011041879654,0.003722204826772213,0.9119966626167297,2.191081779077649
E-CommereShippingData,ModernNCA_GPU,7332,3667,0.3596083747012392,0.5055426039799783,0.06427717208862305,0.0364827997982502,0.6880283355712891,0.2686310447752476
Fitness_Club,ModernNCA_GPU,1000,500,0.3281636193245854,0.5020208771257978,0.019511744379997253,0.030377469956874847,0.7599999904632568,0.048646969720721245
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.09703703917659769,0.1768588475537113,0.005946064367890358,0.0030104732140898705,0.9387400150299072,5.290775080211461
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.26981338020051965,0.4249301935282933,0.014450592920184135,0.015305074863135815,0.8033197522163391,0.5352679863572121
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.19423951348242033,0.33646918305757506,0.02952728047966957,0.021851925179362297,0.8852173686027527,0.05135221127420664
Marketing_Campaign,ModernNCA_GPU,1493,747,0.13827522309190135,0.2262118060817396,0.025701381266117096,0.031155452132225037,0.904953122138977,0.062132153660058975
NATICUSdroid,ModernNCA_GPU,4994,2497,0.08735029981594615,0.15151929528310074,0.008577268570661545,0.017259573563933372,0.9391269683837891,0.1686731055378914
bank-marketing,ModernNCA_GPU,30140,15071,0.17225170301576678,0.3006683426358356,0.01082025095820427,0.005855006165802479,0.8939685225486755,1.305525983683765
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.30395027616717113,0.48082298447498123,0.04088125750422478,0.04027487337589264,0.7960000038146973,0.03190874680876732
churn,ModernNCA_GPU,3333,1667,0.06344989672168351,0.12988933346135717,0.011361422017216682,0.01388686615973711,0.9610077738761902,0.11248361878097057
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.10745084190882759,0.21010620056491822,0.01871189847588539,0.0053829713724553585,0.9404398202896118,0.2199612371623516
credit-g,ModernNCA_GPU,666,334,0.3441798989812889,0.5243217019730612,0.03790510073304176,0.044584594666957855,0.7395209670066833,0.03802518080919981
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.2638713281232474,0.42208370854873284,0.0061237141489982605,0.012227535247802734,0.8230999708175659,0.9236238980665803
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.05508030543574745,0.09156185774526217,0.0023090853355824947,0.0030448094476014376,0.9608491063117981,3.706361564807594
diabetes,ModernNCA_GPU,512,256,0.3322143503735292,0.5065330509290447,0.03812225162982941,0.06137984246015549,0.7578125,0.0320197744295001
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.09028709122551888,0.15997475239423498,0.01421632245182991,0.03384494036436081,0.9462500214576721,0.06278628017753363
heloc,ModernNCA_GPU,6972,3487,0.366382383682117,0.5471295621401209,0.014554176479578018,0.01699940674006939,0.7315744161605835,0.2913249060511589
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.31532557023216834,0.48581537723059987,0.02269202470779419,0.04405619576573372,0.7753074765205383,0.3397815227508545
jm1,ModernNCA_GPU,7256,3629,0.2643452691407801,0.4200020298263294,0.023678265511989594,0.017002183943986893,0.8134472370147705,0.27933965157717466
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.034005178785746604,0.08149894924545581,0.0085761658847332,0.0004913675948046148,0.9821803569793701,1.1408098032698035
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.14132499656899544,0.23622933529491427,0.010485357604920864,0.00933007337152958,0.899756669998169,0.2927323617041111
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.043118863665662845,0.08690846254459725,0.008387064561247826,0.01067825872451067,0.9736040830612183,0.11786413192749023
qsar-biodeg,ModernNCA_GPU,702,352,0.19048581909788467,0.3270037192140592,0.03701067715883255,0.0569932721555233,0.8778409361839294,0.03805577475577593
seismic-bumps,ModernNCA_GPU,1722,862,0.11271112014103453,0.21104474639610368,0.018047060817480087,0.008477423340082169,0.9338747262954712,0.06472656317055225
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.0448656932761218,0.08633499161453494,0.006208391860127449,0.010365894995629787,0.967883825302124,0.1364210769534111
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.1971078603908724,0.3256136334366831,0.012029658071696758,0.021941684186458588,0.8686262965202332,0.2523530526086688
E-CommereShippingData,Mitra_GPU,7332,3667,0.3541835685705585,0.4979042910971042,0.046327099204063416,0.0077401078306138515,0.6899372935295105,0.2550874687731266
Fitness_Club,Mitra_GPU,1000,500,0.309739711658308,0.4758066858328267,0.02317967638373375,0.03387848287820816,0.7820000052452087,0.04835847206413746
Is-this-a-good-customer,Mitra_GPU,1148,575,0.1936109214073672,0.3312892585701926,0.0137247946113348,0.018575582653284073,0.8782608509063721,0.05148047022521496
Marketing_Campaign,Mitra_GPU,1493,747,0.14580051621157603,0.2423897024694465,0.02046939730644226,0.025481194257736206,0.891566276550293,0.06081341113895178
NATICUSdroid,Mitra_GPU,4994,2497,0.08628081776786978,0.15010866058068634,0.008321933448314667,0.01234991941601038,0.9403284192085266,0.16590660344809294
blood-transfusion-service-center,Mitra_GPU,498,250,0.305872568698136,0.480583883345466,0.03461615368723869,0.04890852048993111,0.7919999957084656,0.03235363122075796
churn,Mitra_GPU,3333,1667,0.04197885215906586,0.09715035504991935,0.016268327832221985,0.010619834996759892,0.976604700088501,0.1039180438965559
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10665697861663714,0.20684477856680974,0.015245011076331139,0.005226001609116793,0.9404398202896118,0.2166172955185175
credit-g,Mitra_GPU,666,334,0.3316551831945601,0.5109639985888902,0.044654347002506256,0.06389283388853073,0.7604790329933167,0.03778435569256544
diabetes,Mitra_GPU,512,256,0.31187030641348407,0.47897349408585366,0.029147975146770477,0.0403512604534626,0.765625,0.033086057752370834
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.08670703343894155,0.15616851148853533,0.0203230082988739,0.023852521553635597,0.9424999952316284,0.06120103597640991
heloc,Mitra_GPU,6972,3487,0.3650609024537576,0.5453749617113011,0.014204863458871841,0.021625619381666183,0.735589325428009,0.29138686042279005
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.3239236031298029,0.49612403794668297,0.020399779081344604,0.03771071881055832,0.767029345035553,0.36418787483125925
jm1,Mitra_GPU,7256,3629,0.26828295376376976,0.42635575080388033,0.01824227347970009,0.00989646278321743,0.8153761625289917,0.27770380675792694
online_shoppers_intention,Mitra_GPU,8220,4110,0.1410815473144764,0.23167050220703353,0.008958440274000168,0.013863012194633484,0.8982968330383301,0.29218861646950245
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.04203004900122912,0.08238886463395789,0.010993300005793571,0.017028501257300377,0.9705584049224854,0.12042812630534172
qsar-biodeg,Mitra_GPU,702,352,0.18848596358410685,0.3181938443772161,0.038234055042266846,0.03533457592129707,0.8778409361839294,0.03768466506153345
seismic-bumps,Mitra_GPU,1722,862,0.11070712891040121,0.21015341517996655,0.019632698968052864,0.0077761574648320675,0.9338747262954712,0.06541862897574902
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.04387511758631907,0.0867792782987936,0.00603423360735178,0.010168561711907387,0.9718433618545532,0.13542817253619432
APSFailure,TabDPT_GPU,50666,25334,0.011403815123516688,0.02158526519659177,0.0006610561395063996,0.0014680257299914956,0.9918291568756104,1.7663858914747834
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08127626914514705,0.15797671696001997,0.016637206077575684,0.0037532171700149775,0.9482742547988892,0.8331374293193221
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.20228969628538515,0.34013643817917505,0.03389713540673256,0.018786443397402763,0.8659268021583557,0.2314405981451273
Bioresponse,TabDPT_GPU,2500,1251,0.28082391632672193,0.44097665019749593,0.02391323447227478,0.030187442898750305,0.8009592294692993,0.10129274800419807
Diabetes130US,TabDPT_GPU,47678,23840,0.15613445669569984,0.2865195635065183,0.025780539959669113,0.0068673943169415,0.9120805263519287,2.0524179050698876
E-CommereShippingData,TabDPT_GPU,7332,3667,0.35676094563791816,0.5071072511369332,0.016407601535320282,0.007781605701893568,0.6891191601753235,0.27553857676684856
Fitness_Club,TabDPT_GPU,1000,500,0.34133355098536305,0.5205206640872447,0.09623706340789795,0.04233408719301224,0.7540000081062317,0.04601404722779989
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.09806078281215021,0.1778821798546659,0.006701510399580002,0.0022851410321891308,0.9373999834060669,5.257465310394764
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.2696669878924565,0.4264201055870383,0.010486800223588943,0.010173582471907139,0.8033197522163391,0.5261683678254485
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.20199291183137388,0.35363002005399224,0.05865250527858734,0.008345941081643105,0.8852173686027527,0.04882545955479145
Marketing_Campaign,TabDPT_GPU,1493,747,0.1430467145390284,0.229828417997108,0.011475905776023865,0.021255629137158394,0.9036144614219666,0.062347074039280415
NATICUSdroid,TabDPT_GPU,4994,2497,0.08662037772315634,0.1706003345221842,0.015040203928947449,0.011858262121677399,0.9463356137275696,0.1490695560351014
bank-marketing,TabDPT_GPU,30140,15071,0.17261035147519282,0.30170209183352076,0.009012577123939991,0.005496208555996418,0.8937695026397705,1.3409265577793121
blood-transfusion-service-center,TabDPT_GPU,498,250,0.30866664028494906,0.4909272786343571,0.04282097518444061,0.06925137341022491,0.7960000038146973,0.033743299543857574
churn,TabDPT_GPU,3333,1667,0.06724239645295911,0.13749005117133958,0.013870788738131523,0.014414182864129543,0.9604079127311707,0.12431154865771532
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.11025550455406204,0.250151802230343,0.0459783598780632,0.0021411986090242863,0.9404398202896118,0.19709986448287964
credit-g,TabDPT_GPU,666,334,0.357511526960937,0.5302284687106801,0.03256428241729736,0.045878816395998,0.71856290102005,0.0390949510037899
credit_card_clients_default,TabDPT_GPU,20000,10000,0.2664432816765042,0.42585983167616587,0.007601452525705099,0.005489184521138668,0.8206999897956848,0.9484503837302327
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.054464578906263494,0.09071679286551426,0.001421384047716856,0.002495616441592574,0.9615882039070129,4.023620481602848
diabetes,TabDPT_GPU,512,256,0.32120467712760103,0.4887708092160089,0.031011365354061127,0.05406641215085983,0.75390625,0.03279817756265402
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.06927546435163917,0.13355147896774386,0.008527640253305435,0.011655254289507866,0.9587500095367432,0.062428939156234264
heloc,TabDPT_GPU,6972,3487,0.37010773236498745,0.553147102888361,0.01771731674671173,0.02080703154206276,0.7341554164886475,0.28450025897473097
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.3348742301285388,0.5051098864348719,0.024396583437919617,0.01916210539638996,0.7478713393211365,0.3588191568851471
jm1,TabDPT_GPU,7256,3629,0.2583104736886581,0.41514698297569724,0.036887332797050476,0.01292076613754034,0.8239184617996216,0.2576253293082118
kddcup09_appetency,TabDPT_GPU,33333,16667,0.0350042094918044,0.08942773850020383,0.017333965748548508,2.8931977794854902e-05,0.9821803569793701,1.003851923160255
online_shoppers_intention,TabDPT_GPU,8220,4110,0.1425804011343434,0.23479104513337695,0.008147877641022205,0.012131269089877605,0.9007299542427063,0.2966192550957203
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.02973662159815787,0.06462646356515424,0.0053232647478580475,0.007045198231935501,0.9796954393386841,0.1178909670561552
qsar-biodeg,TabDPT_GPU,702,352,0.20199121757047725,0.34577837501465364,0.05020386725664139,0.03668151795864105,0.8778409361839294,0.036572325974702835
seismic-bumps,TabDPT_GPU,1722,862,0.12262134731066003,0.2401556974717513,0.03458940237760544,0.034844882786273956,0.9338747262954712,0.06067999079823494
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.04474283240439869,0.09248936894167795,0.009917368181049824,0.006364414468407631,0.9709634780883789,0.12985760904848576
